No,ID,名前,場所,緯度,経度,URL,地区,年度
346,a5K7F000001YlV8UAK,奥ノ谷池,今治市大西町九王,34.08630556,132.9270833,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_47.pdf?1,大西地区,令和4年
347,a5K7F000001YlV9UAK,珍子谷池,今治市大西町九王,34.0825,132.9263611,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_48.pdf?1,大西地区,令和4年
362,a5K7F000001YlRHUA0,御城池,今治市大西町脇,34.05580556,132.9164167,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_osiroike.pdf,大西地区,
363,a5K7F000001YlRPUA0,谷池,今治市大西町山之内,34.04294444,132.9183611,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_yamadaike_taniike.pdf,大西地区,
363,a5K7F000001YlROUA0,山田池,今治市大西町山之内,34.04402778,132.9186389,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_yamadaike_taniike.pdf,大西地区,
364,a5K7F000001YlRbUAK,噺中池,今治市大西町紺原,34.06133333,132.9345556,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_hanasinonakaike.pdf,大西地区,
365,a5K7F000001YlRJUA0,新池（脇）,今治市大西町脇,34.04963889,132.9107778,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_sinike_waki.pdf,大西地区,
366,a5K7F000001YlRpUAK,カバ池,今治市大西町星浦,34.05588889,132.9068889,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_kabaike.pdf,大西地区,
367,a5K7F000001YlRrUAK,万奥池,今治市大西町別府,34.056,132.8951667,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_manokuike.pdf,大西地区,
368,a5K7F000001YlRqUAK,新池（平田池）,今治市大西町星浦,34.04408333,132.9024722,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_sinike_hirataike.pdf,大西地区,
369,a5K7F000001YlRsUAK,新池（山之内）,今治市大西町山之内,34.03538889,132.9021111,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_sinike_yamanouchi.pdf,大西地区,
370,a5K7F000001YlRWUA0,重茂池,今治市大西町宮脇,34.04380556,132.92975,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_jyumoike.pdf,大西地区,
371,a5K7F000001YlRnUAK,本谷池,今治市大西町宮脇,34.04572222,132.9293056,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_hontaniike.pdf,大西地区,
372,a5K7F000001YlRwUAK,畑三郎下池,今治市菊間町西山,34.00688889,132.8261389,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_01.pdf?1,菊間地区,令和4年
373,a5K7F000001YlRxUAK,簧ヶ谷下池,今治市菊間町西山,34.00586111,132.8256389,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_02.pdf?1,菊間地区,令和4年
374,a5K7F000001YlRyUAK,後谷池,今治市菊間町西山,34.00594444,132.8344444,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_03.pdf?1,菊間地区,令和4年
375,a5K7F000001YlRzUAK,峠下池（西山峠）,今治市菊間町西山,34.00516667,132.8391111,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_04.pdf?1,菊間地区,令和4年
376,a5K7F000001YlS1UAK,加茂池,今治市菊間町浜,34.03438889,132.85175,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_05.pdf?1,菊間地区,令和4年
377,a5K7F000001YlS4UAK,本谷池,今治市菊間町高田,34.02805556,132.8513611,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_06.pdf?1,菊間地区,令和4年
378,a5K7F000001YlS5UAK,新池（高田）,今治市菊間町高田,34.023,132.8481667,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_07.pdf?1,菊間地区,令和4年
379,a5K7F000001YlS7UAK,小乙女池,今治市菊間町高田,34.02013889,132.8463611,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_08.pdf?1,菊間地区,令和4年
380,a5K7F000001YlS8UAK,清水池,今治市菊間町池原,34.03502778,132.8574722,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_09.pdf?1,菊間地区,令和4年
381,a5K7F000001YlVEUA0,棚坂池,今治市菊間町種,34.05336111,132.8659722,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_10.pdf?1,菊間地区,令和4年
382,a5K7F000001YlVFUA0,魚谷池,今治市菊間町種,34.03669444,132.8810833,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_11.pdf?1,菊間地区,令和4年
383,a5K7F000001YlVHUA0,冠者池,今治市菊間町佐方,34.05369444,132.8842222,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_12.pdf?1,菊間地区,令和4年
384,a5K7F000001YlS9UAK,五反地池,今治市菊間町池原,34.04197222,132.8613333,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_13.pdf?1,菊間地区,令和4年
385,a5K7F000001YlSAUA0,峠池,今治市菊間町池原,34.03430556,132.8621667,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_14.pdf?1,菊間地区,令和4年
386,a5K7F000001YlSBUA0,明神池,今治市菊間町池原,34.027,132.8585556,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_15.pdf?1,菊間地区,令和4年
387,a5K7F000001YlSDUA0,上谷池,今治市菊間町池原,34.02916667,132.86625,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_16.pdf?1,菊間地区,令和4年
388,a5K7F000001YlSFUA0,竹之谷池,今治市菊間町中川,34.00930556,132.8513889,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_17.pdf?1,菊間地区,令和4年
389,a5K7F000001YlSGUA0,大畑池,今治市菊間町種,34.04577778,132.8619167,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_18.pdf?1,菊間地区,令和4年
390,a5K7F000001YlSHUA0,馬ノ背新池,今治市菊間町種,34.05013889,132.8694167,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_19.pdf?1,菊間地区,令和4年
391,a5K7F000001YlSKUA0,大谷池,今治市菊間町種,34.03691667,132.8723889,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_20.pdf?1,菊間地区,令和4年
392,a5K7F000001YlSLUA0,岩嶽池,今治市菊間町種,34.03491667,132.8711111,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_21.pdf?1,菊間地区,令和4年
393,a5K7F000001YlSMUA0,二反地池,今治市菊間町種,34.03672222,132.8855556,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_22.pdf?1,菊間地区,令和4年
394,a5K7F000001YlSNUA0,後谷池,今治市菊間町種,34.03080556,132.8833611,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_23.pdf?1,菊間地区,令和4年
395,a5K7F000001YlSOUA0,高城池,今治市菊間町佐方,34.05358333,132.8868056,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_24.pdf?1,菊間地区,令和4年
396,a5K7F000001YlSPUA0,新谷池,今治市菊間町佐方,34.04975,132.8826667,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_25.pdf?1,菊間地区,令和4年
397,a5K7F000001YlSSUA0,原田池,今治市菊間町佐方,34.04722222,132.8902778,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_26.pdf?1,菊間地区,令和4年
398,a5K7F000001YlSTUA0,数根尾池,今治市菊間町佐方,34.04730556,132.8920833,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_27.pdf?1,菊間地区,令和4年
399,a5K7F000001YlVAUA0,面高池,今治市菊間町長坂,34.02336111,132.8296944,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_28.pdf?1,菊間地区,令和4年
400,a5K7F000001YlVBUA0,峰越池,今治市菊間町長坂,34.02883333,132.8473889,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_29.pdf?1,菊間地区,令和4年
401,a5K7F000001YlVCUA0,岩坂池,今治市菊間町長坂,34.02794444,132.8392778,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_R4_30.pdf?1,菊間地区,令和4年
406,a5K7F000001YlRvUAK,みどろ下池,今治市菊間町長坂,34.02675,132.8430833,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_midorosimoike.pdf,菊間地区,
407,a5K7F000001YlS0UAK,阿原子池,今治市菊間町浜,34.041,132.8513333,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_abarakoike.pdf,菊間地区,
408,a5K7F000001YlS6UAK,高田池（高田）,今治市菊間町高田,34.01825,132.8402222,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_koudaike.pdf,菊間地区,
409,a5K7F000001YlVSUA0,歌仙ダム,今治市菊間町松尾,34.01349444,132.8722583,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_kasen.pdf,菊間地区,
411,a5K7F000001YlSRUA0,堤池,今治市菊間町佐方,34.04463889,132.8843333,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_tutumiike.pdf,菊間地区,
412,a5K7F000001YlSUUA0,防象池,今治市菊間町佐方,34.04475,132.895,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_bouzoike.pdf,菊間地区,
413,a5K7F000001YlSJUA0,尾谷池,今治市菊間町種,34.04530556,132.8738611,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_odaniike.pdf,菊間地区,
414,a5K7F000001YlSQUA0,光野池,今治市菊間町佐方,34.04008333,132.8823333,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_mitunoike.pdf,菊間地区,
415,a5K7F000001YlVGUA0,平松池,今治市菊間町種,34.02933333,132.8870556,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_hiramatuike.pdf,菊間地区,
416,a5K7F000001YlSIUA0,保江池,今治市菊間町種,34.04425,132.8660833,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_hoeike.pdf,菊間地区,
417,a5K7F000001YlS2UAK,鈴ヶ谷池,今治市菊間町浜,34.03588889,132.8539167,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_suzugataniike.pdf,菊間地区,
418,a5K7F000001YlSCUA0,上谷下池,今治市菊間町池原,34.02880556,132.8642222,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_kamitanisimoike.pdf,菊間地区,
419,a5K7F000001YlS3UAK,蔵ノ谷池,今治市菊間町浜,34.03030556,132.85025,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_kuranotaniike.pdf,菊間地区,
421,a5K7F000001YlSEUA0,炭屋谷池,今治市菊間町川上,34.01336111,132.8620278,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_sumiyataniike.pdf,菊間地区,
424,a5K7F000001YlVDUA0,宮間口池,今治市菊間町西山,34.00661111,132.8295278,https://www.city.imabari.ehime.jp/noudo/hazardmap/kikuma/kikuma_miyamaguchiike.pdf,菊間地区,
425,a5K7F000001YlSVUA0,山田池,今治市吉海町田浦,34.18380556,133.0328889,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_01.pdf,吉海地区,令和3年
426,a5K7F000001YlSWUA0,蕨川池,今治市吉海町田浦,34.18,133.0297778,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_02.pdf,吉海地区,令和3年
427,a5K7F000001YlSXUA0,北谷池,今治市吉海町泊,34.17694444,133.0304167,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_03.pdf,吉海地区,令和3年
428,a5K7F000001YlSZUA0,北坂池,今治市吉海町福田,34.15722222,133.04725,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_04.pdf,吉海地区,令和3年
429,a5K7F000001YlSaUAK,上所池,今治市吉海町福田,34.15316667,133.0484167,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_05.pdf,吉海地区,令和3年
430,a5K7F000001YlSbUAK,貞池,今治市吉海町福田,34.15147222,133.0518056,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_06.pdf,吉海地区,令和3年
431,a5K7F000001YlScUAK,原池,今治市吉海町仁江,34.15161111,133.0553611,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_07.pdf,吉海地区,令和3年
432,a5K7F000001YlSfUAK,江良池,今治市吉海町仁江,34.14458333,133.0562778,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_08.pdf,吉海地区,令和3年
433,a5K7F000001YlSgUAK,小田池,今治市吉海町仁江,34.14358333,133.0535,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_09.pdf,吉海地区,令和3年
434,a5K7F000001YlShUAK,清水池,今治市吉海町仁江,34.14169444,133.0543889,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_10.pdf,吉海地区,令和3年
435,a5K7F000001YlSiUAK,八幡池,今治市吉海町八幡,34.14636111,133.0464722,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_11.pdf,吉海地区,令和3年
436,a5K7F000001YlSjUAK,後池,今治市吉海町本庄,34.14838889,133.0309722,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_12.pdf,吉海地区,令和3年
437,a5K7F000001YlSlUAK,桜谷池,今治市吉海町本庄,34.14491667,133.0233889,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_13.pdf,吉海地区,令和3年
438,a5K7F000001YlSmUAK,郡広池,今治市吉海町本庄,34.1455,133.0250278,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_14.pdf,吉海地区,令和3年
439,a5K7F000001YlSoUAK,久保池,今治市吉海町名,34.13394444,133.0321944,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_15.pdf,吉海地区,令和3年
440,a5K7F000001YlSrUAK,寺谷池,今治市吉海町名,34.12852778,133.0385,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_16.pdf,吉海地区,令和3年
441,a5K7F000001YlSsUAK,永地池,今治市吉海町名,34.12519444,133.0417778,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_17.pdf,吉海地区,令和3年
442,a5K7F000001YlStUAK,前田池,今治市吉海町南浦,34.11572222,133.0409444,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_18.pdf,吉海地区,令和3年
443,a5K7F000001YlVIUA0,志津見池,今治市吉海町仁江,34.13905556,133.0627222,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_19.pdf,吉海地区,令和3年
444,a5K7F000001YlVJUA0,前田池,今治市吉海町本庄,34.14605556,133.0341944,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_20.pdf,吉海地区,令和3年
445,a5K7F000001YlVKUA0,内井池,今治市吉海町椋名,34.1335,133.0211389,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_21.pdf,吉海地区,令和3年
446,a5K7F000001YlVLUA0,おむくな池,今治市吉海町椋名,34.13508333,133.0216111,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_22.pdf,吉海地区,令和3年
447,a5K7F000001YlVMUA0,なかや池,今治市吉海町椋名,34.13691667,133.0241111,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_23.pdf,吉海地区,令和3年
448,a5K7F000001YlVNUA0,こくぼ池,今治市吉海町椋名,34.13858333,133.0226389,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_24.pdf,吉海地区,令和3年
449,a5K7F000001YlVOUA0,もり池,今治市吉海町椋名,34.14055556,133.0210556,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_R3_25.pdf,吉海地区,令和3年
456,a5K7F000001YlSnUAK,八田池,今治市吉海町本庄,34.13647222,133.0326667,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_hattaike.pdf,吉海地区,
457,a5K7F000001YlSpUAK,長谷池,今治市吉海町名,34.13191667,133.0326111,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_nagataniike.pdf,吉海地区,
458,a5K7F000001YlSqUAK,奥山池,今治市吉海町名,34.13566667,133.051,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_okuyamaike.pdf,吉海地区,
459,a5K7F000001YlSeUAK,宮原池,今治市吉海町仁江,34.14927778,133.0631389,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/yoshiumi_miyabaraike.pdf,吉海地区,
460,a5K7F000001YlSYUA0,大槇池,今治市吉海町泊,34.17691667,133.0456111,https://www.city.imabari.ehime.jp/noudo/hazardmap/yoshiumi/oomakiike.pdf,吉海地区,
