名称,テーマ,分類,所在地,リンク,緯度,経度
能島,自然景観,観光情報 / スポーツ・レクリエーション,今治市宮窪町宮窪,https://www.city.imabari.ehime.jp/kanko/spot/?a=192,34.18217754,133.08086
能島水軍 潮流体験,自然景観,観光情報 / スポーツ・レクリエーション,今治市宮窪町宮窪,https://www.city.imabari.ehime.jp/kanko/spot/?a=188,34.16972762,133.0875153
鈍川渓谷,自然景観,観光情報 / スポーツ・レクリエーション,今治市玉川町鈍川,https://www.city.imabari.ehime.jp/kanko/spot/?a=149,33.97498279,132.9393484
鶏小島,自然景観,観光情報 / スポーツ・レクリエーション,今治市伯方町有津,https://www.city.imabari.ehime.jp/kanko/spot/?a=201,34.1921469,133.0808081
鷲ケ頭山自然研究路,自然景観,観光情報 / スポーツ・レクリエーション,今治市大三島町,https://www.city.imabari.ehime.jp/kanko/spot/?a=237,34.23912176,133.0213811
今治港,航路情報,観光情報,今治市片原町1丁目2,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.0698909,133.0052358
佐島港,航路情報,観光情報,今治市越智郡上島町弓削佐島,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.25390506,133.1877765
友浦港,航路情報,観光情報,今治市宮窪町友浦895番地2,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.15290141,133.0819329
土生港,航路情報,観光情報,広島県尾道市因島土生町荒神区2579番地1,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.28145074,133.1804556
大下港,航路情報,観光情報,今治市関前大下1930番地1,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.18859549,132.9229599
宗方港,航路情報,観光情報,今治市大三島町宗方397番地,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.20376502,132.9435023
宮窪港,航路情報,観光情報,今治市宮窪町宮窪2822番地11,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.17480281,133.0775148
小大下港,航路情報,観光情報,今治市関前小大下甲2805番地,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.19046039,132.8999521
小島港,航路情報,観光情報,今治市来島91番地先,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.12294474,132.9765406
尾浦港,航路情報,観光情報,今治市伯方町木浦甲2783番地先,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.19911154,133.1036182
岡村港,航路情報,観光情報,今治市関前岡村甲723-2外,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.18457869,132.883887
岩城港,航路情報,観光情報,今治市越智郡上島町岩城1427番地2,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.24529959,133.1473485
幸港,航路情報,観光情報,今治市吉海町幸新田,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.14985236,133.0400916
弓削港,航路情報,観光情報,今治市越智郡上島町弓削下弓削1042,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.25872864,133.2004013
木江港,航路情報,観光情報,今治市広島県豊田郡大崎上島町木江242番地5,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.23322664,132.9167876
木浦港,航路情報,観光情報,今治市伯方町木浦甲4625番地1,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.20523828,133.1188753
来島港,航路情報,観光情報,今治市来島564番地先,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.11697099,132.9701701
波止浜港,航路情報,観光情報,今治市波止浜４丁目１,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.10977919,132.9689593
津島港,航路情報,観光情報,今治市吉海町津島219番地先,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.15393434,133.0059686
生名港,航路情報,観光情報,今治市越智郡上島町生名448番地2,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.26626974,133.1859353
盛港,航路情報,観光情報,今治市上浦町盛3851番地1,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.29353137,133.0278853
馬島港,航路情報,観光情報,今治市馬島甲1006番地先,https://www.city.imabari.ehime.jp/kanko/access/imabari.html#access-tab02,34.11655497,132.9904476
よしうみバラ公園,観光施設,観光情報,今治市吉海町福田1292番地,https://www.city.imabari.ehime.jp/kanko/spot/?a=176,34.15400541,133.0415056
よしうみローズ館,観光施設,観光情報,今治市吉海町福田1290,https://imabari-shimanami.jp/rose/,34.15481229,133.0419286
タオル美術館,観光施設,観光情報,今治市朝倉上甲2930,https://www.city.imabari.ehime.jp/kanko/spot/?a=138,33.96915534,133.0326789
テクスポート今治,観光施設,観光情報,今治市東門町5丁目14-3,https://www.city.imabari.ehime.jp/kanko/spot/?a=113,34.06132595,133.0161461
ドルフィンファームしまなみ,観光施設,観光情報,今治市伯方町叶浦1673,https://www.city.imabari.ehime.jp/kanko/spot/?a=274,34.20092761,133.0760074
マリンオアシスはかた,観光施設,観光情報,今治市伯方町叶浦甲1668-1,https://www.city.imabari.ehime.jp/kanko/spot/?a=200,34.20275739,133.0755169
今治市朝倉臼坂ふるさと交流館,観光施設,観光情報,今治市朝倉下甲977番地7,https://www.city.imabari.ehime.jp/kanko/spot/?a=140,34.00198032,133.0088128
今治市来島海峡展望館,観光施設,観光情報,今治市小浦町2丁目5番2号,https://www.city.imabari.ehime.jp/kanko/spot/?a=95,34.1142366,132.97778
今治市野間馬ハイランド,観光施設,観光情報,今治市野間甲8番地,http://www.imabari-nomauma.jp/,34.05956512,132.9532212
今治駅前観光インフォメーションセンター,観光施設,観光情報,今治市北宝来町2丁目,https://www.city.imabari.ehime.jp/kanko/spot/?a=1102,34.06481533,132.9934801
伯方塩業株式会社大三島工場,観光施設,観光情報,今治市大三島町台32,https://www.city.imabari.ehime.jp/kanko/spot/?a=236,34.24099147,132.9931857
大島石文化体験ツアー,観光施設,観光情報,今治市宮窪町余所国,https://www.city.imabari.ehime.jp/kanko/spot/?a=902,34.18085586,133.0646892
玉川湖畔の里,観光施設,観光情報,今治市玉川町龍岡下乙18番地1,https://www.city.imabari.ehime.jp/kanko/spot/?a=152,33.99275623,132.9142599
道の駅しまなみの駅御島,観光施設,観光情報,今治市大三島町宮浦3260番地,https://mishima-eki.jp/,34.24892696,133.0054671
道の駅よしうみいきいき館,観光施設,観光情報,今治市吉海町名4520-2,https://imabari-shimanami.jp/ikiiki/,34.12744096,133.0220204
道の駅今治湯ノ浦温泉,観光施設,観光情報,今治市長沢甲252番地2,https://www.yunoura.com/,33.99291644,133.0484664
道の駅伯方S・Cパーク,観光施設,観光情報,今治市伯方町叶浦甲1668-1,https://imabari-shimanami.jp/hakata/,34.20262856,133.0753642
道の駅多々羅しまなみ公園,観光施設,観光情報,今治市上浦町井口9180-2,https://imabari-shimanami.jp/tatara/,34.25416833,133.0540446
大下出張診療所,診療所,公共施設,今治市関前大下甲65番地3,https://www.city.imabari.ehime.jp/kenkou/kenkousuisin.html#sekizen,34.18862417,132.923038
小大下出張診療所,診療所,公共施設,今治市関前小大下甲2115番地1,https://www.city.imabari.ehime.jp/kenkou/kenkousuisin.html#sekizen,34.19035922,132.9012041
岡村診療所,診療所,公共施設,今治市関前岡村甲18番地2,https://www.city.imabari.ehime.jp/kenkou/kenkousuisin.html#sekizen,34.18509302,132.8850871
今治市適応指導教室　コスモスの家,適応指導教室,公共施設,今治市天保山町3丁目2番地1,https://www.city.imabari.ehime.jp/gakukyou/cosmos/,34.06449771,133.0121373
